product_id,merchant_title,shopify_variant_title,fresh_missing_required_attrs,current_sizes,current_age_group,current_gender,suggested_sizes,suggested_age_group,suggested_gender,decision_state,selected_for_apply,decision_reasons,write_scope_if_approved,rollback_required_before_write
online:pt:BR:UGTR17G-43,Tênis New Balance Gator Run Shadow Red Vermelho,43,age group; gender; size,,,,43,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR17G-44,Tênis New Balance Gator Run Shadow Red Vermelho,44,age group; gender; size,,,,44,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR83J-34,Tênis New Balance Gator Run Star Burst Bege,34,age group; gender; size,,,,34,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR83J-35,Tênis New Balance Gator Run Star Burst Bege,35,age group; gender; size,,,,35,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR83J-36,Tênis New Balance Gator Run Star Burst Bege,36,age group; gender; size,,,,36,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR83J-37,Tênis New Balance Gator Run Star Burst Bege,37,age group; gender; size,,,,37,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR83J-38,Tênis New Balance Gator Run Star Burst Bege,38,age group; gender; size,,,,38,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR83J-39,Tênis New Balance Gator Run Star Burst Bege,39,age group; gender; size,,,,39,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR83J-40,Tênis New Balance Gator Run Star Burst Bege,40,age group; gender; size,,,,40,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR83J-41,Tênis New Balance Gator Run Star Burst Bege,41,age group; gender; size,,,,41,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR83J-43,Tênis New Balance Gator Run Star Burst Bege,43,age group; gender; size,,,,43,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR83J-44,Tênis New Balance Gator Run Star Burst Bege,44,age group; gender; size,,,,44,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR7Q8-34,Tênis New Balance Gator Run Timberwolf Bege,34,age group; gender; size,,,,34,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR7Q8-35,Tênis New Balance Gator Run Timberwolf Bege,35,age group; gender; size,,,,35,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR7Q8-36,Tênis New Balance Gator Run Timberwolf Bege,36,age group; gender; size,,,,36,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR7Q8-37,Tênis New Balance Gator Run Timberwolf Bege,37,age group; gender; size,,,,37,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR7Q8-38,Tênis New Balance Gator Run Timberwolf Bege,38,age group; gender; size,,,,38,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR7Q8-39,Tênis New Balance Gator Run Timberwolf Bege,39,age group; gender; size,,,,39,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR7Q8-40,Tênis New Balance Gator Run Timberwolf Bege,40,age group; gender; size,,,,40,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR7Q8-41,Tênis New Balance Gator Run Timberwolf Bege,41,age group; gender; size,,,,41,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR7Q8-42,Tênis New Balance Gator Run Timberwolf Bege,42,age group; gender; size,,,,42,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR7Q8-43,Tênis New Balance Gator Run Timberwolf Bege,43,age group; gender; size,,,,43,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:UGTR7Q8-44,Tênis New Balance Gator Run Timberwolf Bege,44,age group; gender; size,,,,44,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:IO7847-002-35,Tênis Nike Air Jordan 1 High Fragment Design x Union LA Varsity Red Branco,35,age group; gender; size,,,,35,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:IO7847-002-36,Tênis Nike Air Jordan 1 High Fragment Design x Union LA Varsity Red Branco,36,age group; gender; size,,,,36,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:IO7847-002-37,Tênis Nike Air Jordan 1 High Fragment Design x Union LA Varsity Red Branco,37,age group; gender; size,,,,37,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:IO7847-002-38,Tênis Nike Air Jordan 1 High Fragment Design x Union LA Varsity Red Branco,38,age group; gender; size,,,,38,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:IO7847-002-39,Tênis Nike Air Jordan 1 High Fragment Design x Union LA Varsity Red Branco,39,age group; gender; size,,,,39,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:IO7847-002-40,Tênis Nike Air Jordan 1 High Fragment Design x Union LA Varsity Red Branco,40,age group; gender; size,,,,40,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:IO7847-002-41,Tênis Nike Air Jordan 1 High Fragment Design x Union LA Varsity Red Branco,41,age group; gender; size,,,,41,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:IO7847-002-43,Tênis Nike Air Jordan 1 High Fragment Design x Union LA Varsity Red Branco,43,age group; gender; size,,,,43,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:IO7847-002-44,Tênis Nike Air Jordan 1 High Fragment Design x Union LA Varsity Red Branco,44,age group; gender; size,,,,44,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:IO7847-002-45,Tênis Nike Air Jordan 1 High Fragment Design x Union LA Varsity Red Branco,45,age group; gender; size,,,,45,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:IO7847-002-46,Tênis Nike Air Jordan 1 High Fragment Design x Union LA Varsity Red Branco,46,age group; gender; size,,,,46,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:AA3834-100-34,Tênis Nike Air Jordan 1 High Virgil Abloh Archive x Alaska Branco,34,age group; gender; size,,,,34,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:AA3834-100-35,Tênis Nike Air Jordan 1 High Virgil Abloh Archive x Alaska Branco,35,age group; gender; size,,,,35,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:AA3834-100-36,Tênis Nike Air Jordan 1 High Virgil Abloh Archive x Alaska Branco,36,age group; gender; size,,,,36,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:AA3834-100-37,Tênis Nike Air Jordan 1 High Virgil Abloh Archive x Alaska Branco,37,age group; gender; size,,,,37,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:AA3834-100-38,Tênis Nike Air Jordan 1 High Virgil Abloh Archive x Alaska Branco,38,age group; gender; size,,,,38,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:AA3834-100-39,Tênis Nike Air Jordan 1 High Virgil Abloh Archive x Alaska Branco,39,age group; gender; size,,,,39,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:AA3834-100-40,Tênis Nike Air Jordan 1 High Virgil Abloh Archive x Alaska Branco,40,age group; gender; size,,,,40,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:AA3834-100-41,Tênis Nike Air Jordan 1 High Virgil Abloh Archive x Alaska Branco,41,age group; gender; size,,,,41,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:AA3834-100-42,Tênis Nike Air Jordan 1 High Virgil Abloh Archive x Alaska Branco,42,age group; gender; size,,,,42,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:AA3834-100-43,Tênis Nike Air Jordan 1 High Virgil Abloh Archive x Alaska Branco,43,age group; gender; size,,,,43,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:AA3834-100-44,Tênis Nike Air Jordan 1 High Virgil Abloh Archive x Alaska Branco,44,age group; gender; size,,,,44,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:AA3834-100-46,Tênis Nike Air Jordan 1 High Virgil Abloh Archive x Alaska Branco,46,age group; gender; size,,,,46,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HF3144-100-1,"Tênis Nike Air Jordan 1 Low ""Lunar New Year"" Photon Dust Cinza",34,age group; gender; size,,,,34,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HF3144-100-10,"Tênis Nike Air Jordan 1 Low ""Lunar New Year"" Photon Dust Cinza",43,age group; gender; size,,,,43,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HF3144-100-11,"Tênis Nike Air Jordan 1 Low ""Lunar New Year"" Photon Dust Cinza",44,age group; gender; size,,,,44,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HF3144-100-2,"Tênis Nike Air Jordan 1 Low ""Lunar New Year"" Photon Dust Cinza",35,age group; gender; size,,,,35,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HF3144-100-3,"Tênis Nike Air Jordan 1 Low ""Lunar New Year"" Photon Dust Cinza",36,age group; gender; size,,,,36,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HF3144-100-4,"Tênis Nike Air Jordan 1 Low ""Lunar New Year"" Photon Dust Cinza",37,age group; gender; size,,,,37,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HF3144-100-5,"Tênis Nike Air Jordan 1 Low ""Lunar New Year"" Photon Dust Cinza",38,age group; gender; size,,,,38,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HF3144-100-6,"Tênis Nike Air Jordan 1 Low ""Lunar New Year"" Photon Dust Cinza",39,age group; gender; size,,,,39,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HF3144-100-7,"Tênis Nike Air Jordan 1 Low ""Lunar New Year"" Photon Dust Cinza",40,age group; gender; size,,,,40,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HF3144-100-8,"Tênis Nike Air Jordan 1 Low ""Lunar New Year"" Photon Dust Cinza",41,age group; gender; size,,,,41,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HF3144-100-9,"Tênis Nike Air Jordan 1 Low ""Lunar New Year"" Photon Dust Cinza",42,age group; gender; size,,,,42,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:dc0774-202,Tênis Nike Air Jordan 1 Low Archaeo Brown White Marrom,34,age group; gender; size,,,,34,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:dc0774-0211,Tênis Nike Air Jordan 1 Low Black Brown Marrom,34,age group; gender; size,,,,34,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:dc0774-02110,Tênis Nike Air Jordan 1 Low Black Brown Marrom,43,age group; gender; size,,,,43,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:dc0774-02111,Tênis Nike Air Jordan 1 Low Black Brown Marrom,44,age group; gender; size,,,,44,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:dc0774-0212,Tênis Nike Air Jordan 1 Low Black Brown Marrom,35,age group; gender; size,,,,35,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:dc0774-0213,Tênis Nike Air Jordan 1 Low Black Brown Marrom,36,age group; gender; size,,,,36,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:dc0774-0214,Tênis Nike Air Jordan 1 Low Black Brown Marrom,37,age group; gender; size,,,,37,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:dc0774-0215,Tênis Nike Air Jordan 1 Low Black Brown Marrom,38,age group; gender; size,,,,38,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:dc0774-0216,Tênis Nike Air Jordan 1 Low Black Brown Marrom,39,age group; gender; size,,,,39,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:dc0774-0217,Tênis Nike Air Jordan 1 Low Black Brown Marrom,40,age group; gender; size,,,,40,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:IQ1108-011-35,Tênis Nike Air Jordan 1 Low OG Chinese New Year 2026 Cinza,35,age group; gender; size,,,,35,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:IQ1108-011-36,Tênis Nike Air Jordan 1 Low OG Chinese New Year 2026 Cinza,36,age group; gender; size,,,,36,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:IQ1108-011-37,Tênis Nike Air Jordan 1 Low OG Chinese New Year 2026 Cinza,37,age group; gender; size,,,,37,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:IQ1108-011-38,Tênis Nike Air Jordan 1 Low OG Chinese New Year 2026 Cinza,38,age group; gender; size,,,,38,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:IQ1108-011-41,Tênis Nike Air Jordan 1 Low OG Chinese New Year 2026 Cinza,41,age group; gender; size,,,,41,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:IQ1108-011-42,Tênis Nike Air Jordan 1 Low OG Chinese New Year 2026 Cinza,42,age group; gender; size,,,,42,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:IQ1108-011-43,Tênis Nike Air Jordan 1 Low OG Chinese New Year 2026 Cinza,43,age group; gender; size,,,,43,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:IQ1108-011-44,Tênis Nike Air Jordan 1 Low OG Chinese New Year 2026 Cinza,44,age group; gender; size,,,,44,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:CZ0790-400-1,Tênis Nike Air Jordan 1 Low OG Obsidian UNC Azul,34,age group; gender; size,,,,34,adult,male,blocked_non_default_age_gender,False,not adult/unisex default,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:CZ0790-400-10,Tênis Nike Air Jordan 1 Low OG Obsidian UNC Azul,43,age group; gender; size,,,,43,adult,male,blocked_non_default_age_gender,False,not adult/unisex default,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:CZ0790-400-11,Tênis Nike Air Jordan 1 Low OG Obsidian UNC Azul,44,age group; gender; size,,,,44,adult,male,blocked_non_default_age_gender,False,not adult/unisex default,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:CZ0790-400-2,Tênis Nike Air Jordan 1 Low OG Obsidian UNC Azul,35,age group; gender; size,,,,35,adult,male,blocked_non_default_age_gender,False,not adult/unisex default,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:CZ0790-400-3,Tênis Nike Air Jordan 1 Low OG Obsidian UNC Azul,36,age group; gender; size,,,,36,adult,male,blocked_non_default_age_gender,False,not adult/unisex default,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:CZ0790-400-4,Tênis Nike Air Jordan 1 Low OG Obsidian UNC Azul,37,age group; gender; size,,,,37,adult,male,blocked_non_default_age_gender,False,not adult/unisex default,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:CZ0790-400-5,Tênis Nike Air Jordan 1 Low OG Obsidian UNC Azul,38,age group; gender; size,,,,38,adult,male,blocked_non_default_age_gender,False,not adult/unisex default,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:CZ0790-400-6,Tênis Nike Air Jordan 1 Low OG Obsidian UNC Azul,39,age group; gender; size,,,,39,adult,male,blocked_non_default_age_gender,False,not adult/unisex default,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:CZ0790-400-7,Tênis Nike Air Jordan 1 Low OG Obsidian UNC Azul,40,age group; gender; size,,,,40,adult,male,blocked_non_default_age_gender,False,not adult/unisex default,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:CZ0790-400-8,Tênis Nike Air Jordan 1 Low OG Obsidian UNC Azul,41,age group; gender; size,,,,41,adult,male,blocked_non_default_age_gender,False,not adult/unisex default,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:CZ0790-400-9,Tênis Nike Air Jordan 1 Low OG Obsidian UNC Azul,42,age group; gender; size,,,,42,adult,male,blocked_non_default_age_gender,False,not adult/unisex default,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:43774078390300,Tênis Nike Air Jordan 1 Low OG x Nigel Sylvester Better With Time Preto,38,age group; gender; size,,,,38,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:43774078390320,Tênis Nike Air Jordan 1 Low OG x Nigel Sylvester Better With Time Preto,40,age group; gender; size,,,,40,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:43774078390330,Tênis Nike Air Jordan 1 Low OG x Nigel Sylvester Better With Time Preto,41,age group; gender; size,,,,41,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
